nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Enrico e Henrique Construções Ltda, cnpj=93.954.329/0001-72, inscricaoEst=9234717-74, dataAbertura=05/08/1991, site=www.enricohenrique.com.br, email=fiscal@enricohenrique.com.br, cep=53090-240, rua=Rua Vinte e Um, numero=229, bairro=Rio Doce, cidade=Olinda, estado=PE, telefone=(81) 2674-6293, celular=(81) 98873-4167
nome=Daniel e Antonio Entulhos Ltda, cnpj=55.767.196/0001-36, inscricaoEst=9290898-55, dataAbertura=12/03/1990, site=www.danielantonio.com.br, email=ti@danielantonio.com.br, cep=55641-305, rua=Rua Almirante Barroso, numero=684, bairro=Gravatá Centro, cidade=Gravatá, estado=PE, telefone=(81) 2789-5574, celular=(81) 98390-9719
nome=Iago e Caroline Entulhos Ltda, cnpj=24.589.626/0001-43, inscricaoEst=6342393-68, dataAbertura=07/10/1989, site=www.iagocaroline.com.br, email=diretoria@iagocaroline.com.br, cep=54768-302, rua=Rua Pensilvânia, numero=729, bairro=Timbí, cidade=Camaragibe, estado=PE, telefone=(81) 2888-2802, celular=(81) 98375-1614
nome=Lavínia e Igor Locações de Automóveis Ltda, cnpj=94.400.406/0001-05, inscricaoEst=6690716-09, dataAbertura=25/10/1988, site=www.laviniaigor.com.br, email=manutencao@laviniaigor.com.br, cep=56321-010, rua=Rua do Ecologista, numero=446, bairro=Antônio Cassimiro, cidade=Petrolina, estado=PE, telefone=(87) 3855-3117, celular=(87) 98116-1211
nome=Augusto e Enzo Entregas Expressas Ltda, cnpj=28.238.716/0001-40, inscricaoEst=3500288-34, dataAbertura=23/11/1987, site=www.augustoenzo.com.br, email=sac@augustoenzo.com.br, cep=52061-160, rua=Rua Luiz Guimarães, numero=636, bairro=Poço, cidade=Recife, estado=PE, telefone=(81) 3920-6714, celular=(81) 99327-7158
nome=Miguel e Gabriela Informática Ltda, cnpj=24.735.270/0001-09, inscricaoEst=0153005-44, dataAbertura=06/11/1986, site=www.miguelgabriela.com.br, email=marketing@miguelgabriela.com.br, cep=54710-520, rua=Rua Luiz Guimarães Júnior, numero=357, bairro=Penedo, cidade=São Lourenço da Mata, estado=PE, telefone=(81) 2709-6172, celular=(81) 99967-2199
nome=Tomás e Gustavo Consultoria Financeira Ltda, cnpj=03.971.517/0001-16, inscricaoEst=9900601-44, dataAbertura=23/01/1985, site=www.tomasgustavo.com.br, email=administracao@tomasgustavo.com.br, cep=54330-561, rua=Rua Princesa Isabel, numero=859, bairro=Cajueiro Seco, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2592-4306, celular=(81) 99294-8100
nome=Enrico e Juan Adega ME, cnpj=03.971.517/0001-16, inscricaoEst=9900601-44, dataAbertura=23/01/1984, site=www.enricojuan.com.br, email=treinamento@enricojuan.com.br, cep=54420-430, rua=Rua São Francisco de Assis, numero=859, bairro=Piedade, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2592-4306, celular=(81) 99294-8100
nome=Mariah e Fernanda Informática ME, cnpj=68.431.178/0001-20, inscricaoEst=6394415-48, dataAbertura=03/10/1983, site=www.mariahfernanda.com.br, email=orcamento@mariahfernanda.com.br, cep=55296-530, rua=Avenida Felipe Camarão, numero=118, bairro=Heliópolis, cidade=Garanhuns, estado=PE, telefone=(87) 3992-1442, celular=(87) 99119-4311
nome=Heloisa e Kamilly Gráfica ME, cnpj=62.008.766/0001-70, inscricaoEst=4070940-08, dataAbertura=14/10/1982, site=www.heloisakamilly.com.br, email=administracao@heloisakamilly.com.br, cep=53170-670, rua=Rua Manuel de Luna, numero=503, bairro=Passarinho, cidade=Olinda, estado=PE, telefone=(81) 2671-5637, celular=(81) 98995-0837
nome=Emanuelly e Isabella Filmagens Ltda, cnpj=62.008.766/0001-70, inscricaoEst=4070940-08, dataAbertura=14/10/1981, site=www.emanuellyisabella.com.br, email=presidencia@emanuellyisabella.com.br, cep=54352-050, rua=Rua do Sossego, numero=503, bairro=Muribeca, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2671-5637, celular=(81) 98995-0837
nome=Débora e Sara Gráfica ME, cnpj=70.534.886/0001-39, inscricaoEst=8885331-44, dataAbertura=27/02/1980, site=www.deborasara.com.br, email=representantes@deborasara.com.br, cep=54753-040, rua=Rua Desportista, numero=479, bairro=Nazaré, cidade=Camaragibe, estado=PE, telefone=(81) 2973-2427, celular=(81) 99184-3321
nome=Sophia e Gustavo Mudanças Ltda, cnpj=16.842.682/0001-10, inscricaoEst=8265191-48, dataAbertura=09/10/1979, site=www.sophiagustavo.com.br, email=desenvolvimento@sophiagustavo.com.br, cep=54080-060, rua=Rua Mascarenhas de Morais, numero=831, bairro=Bulhões, cidade=Jaboatão dos Guararapes, estado=PE, telefone=(81) 2589-6601, celular=(81) 98282-6095
nome=Mariane e Maria Adega ME, cnpj=70.534.886/0001-39, inscricaoEst=8885331-44, dataAbertura=27/02/1978, site=www.marianemaria.com.br, email=tesouraria@marianemaria.com.br, cep=52090-210, rua=Rua Bonfim, numero=479, bairro=Nova Descoberta, cidade=Recife, estado=PE, telefone=(81) 2973-2427, celular=(81) 99184-3321
nome=Murilo e Thiago Informática ME, cnpj=55.767.196/0001-36, inscricaoEst=9290898-55, dataAbertura=12/03/1977, site=www.murilothiago.com.br, email=tesouraria@murilothiago.com.br, cep=55606-510, rua=Rua Russélia, numero=684, bairro=Pirituba, cidade=Vitória de Santo Antão, estado=PE, telefone=(81) 2789-5574, celular=(81) 98390-9719
nome=Rafaela e Heloisa Contábil ME, cnpj=70.534.886/0001-39, inscricaoEst=8885331-44, dataAbertura=27/02/1976, site=www.rafaelaheloisa.com.br, email=tesouraria@rafaelaheloisa.com.br, cep=52121-330, rua=Rua João Bezerra de Menezes, numero=479, bairro=Campina do Barreto, cidade=Recife, estado=PE, telefone=(81) 2973-2427, celular=(81) 99184-3321
nome=Ian e Bernardo Vidros Ltda, cnpj=55.767.196/0001-36, inscricaoEst=929.089.889.824, dataAbertura=12/03/2016, site=www.ianbernardo.com.br, email=desenvolvimento@ianbernardo.com.br, cep=11677-842, rua=Rua Betara, numero=684, bairro=Massaguaçu, cidade=Caraguatatuba, estado=SP, telefone=(12) 2789-5574, celular=(12) 98390-9719
nome=Vitória e Brenda Mudanças Ltda, cnpj=70.534.886/0001-39, inscricaoEst=888.533.169.743, dataAbertura=27/02/2015, site=www.vitoriabrenda.com.br, email=fabricacao@vitoriabrenda.com.br, cep=11348-470, rua=Rua Cinco, numero=479, bairro=Parque Continental, cidade=São Vicente, estado=SP, telefone=(13) 2973-2427, celular=(13) 99184-3321
nome=Mirella e Maitê Informática Ltda, cnpj=70.534.886/0001-39, inscricaoEst=888.533.169.743, dataAbertura=27/02/2014, site=www.mirellamaite.com.br, email=vendas@mirellamaite.com.br, cep=08190-530, rua=Rua Freguesia das Varges, numero=479, bairro=Vila Itaim, cidade=São Paulo, estado=SP, telefone=(11) 2973-2427, celular=(11) 99184-3321
nome=Emanuelly e Enrico Lavanderia ME, cnpj=94.400.406/0001-05, inscricaoEst=669.071.603.802, dataAbertura=25/10/2013, site=www.emanuellyenrico.com.br, email=orcamento@emanuellyenrico.com.br, cep=05866-140, rua=Praça Salvador Correia, numero=446, bairro=Capão Redondo, cidade=São Paulo, estado=SP, telefone=(11) 3855-3117, celular=(11) 98116-1211
nome=Cecília e Valentina Publicidade e Propaganda ME, cnpj=30.138.829/0001-16, inscricaoEst=513.779.716.994, dataAbertura=02/01/2012, site=www.ceciliavalentina.com.br, email=marketing@ceciliavalentina.com.br, cep=03365-112, rua=Travessa Ivan Cetinic Shafa, numero=188, bairro=Vila Formosa, cidade=São Paulo, estado=SP, telefone=(11) 3944-8231, celular=(11) 98726-0143
nome=César e Luiz Pizzaria Ltda, cnpj=55.767.196/0001-36, inscricaoEst=929.089.889.824, dataAbertura=12/03/2011, site=www.cesarluiz.com.br, email=@cesarluiz.com.br, cep=08345-350, rua=Travessa Revoadas, numero=684, bairro=Jardim da Conquista (Zona Leste), cidade=São Paulo, estado=SP, telefone=(11) 2789-5574, celular=(11) 98390-9719
nome=Elias e Giovanni Gráfica ME, cnpj=08.073.867/0001-89, inscricaoEst=574.153.339.620, dataAbertura=18/04/2010, site=www.eliasgiovanni.com.br, email=fabricacao@eliasgiovanni.com.br, cep=08663-140, rua=Rua Bechara Jorge Antun, numero=831, bairro=Jardim Casa Branca, cidade=Suzano, estado=SP, telefone=(11) 3710-4996, celular=(11) 99949-6872
nome=Rebeca e Agatha Construções ME, cnpj=70.534.886/0001-39, inscricaoEst=888.533.169.743, dataAbertura=27/02/2009, site=www.rebecaagatha.com.br, email=contabilidade@rebecaagatha.com.br, cep=06332-420, rua=Rua Cangerana, numero=479, bairro=Vila Veloso, cidade=Carapicuíba, estado=SP, telefone=(11) 2973-2427, celular=(11) 99184-3321
nome=Clara e Fernando Filmagens Ltda, cnpj=19.551.617/0001-23, inscricaoEst=243.444.445.377, dataAbertura=05/01/2008, site=www.clarafernando.com.br, email=atendimento@clarafernando.com.br, cep=06246-062, rua=Viela Luiz Carlos de Oliveira, numero=991, bairro=Munhoz Júnior, cidade=Osasco, estado=SP, telefone=(11) 2896-5983, celular=(11) 99921-5476
nome=Raul e Maria Padaria ME, cnpj=87.818.192/0001-26, inscricaoEst=247.935.860.182, dataAbertura=22/01/2007, site=www.raulmaria.com.br, email=representantes@raulmaria.com.br, cep=08421-130, rua=Rua Alto Beni, numero=435, bairro=Vila Cosmopolita, cidade=São Paulo, estado=SP, telefone=(11) 3521-5379, celular=(11) 99566-7576
nome=Gabriel e Renato Assessoria Jurídica Ltda, cnpj=28.238.716/0001-40, inscricaoEst=350.028.870.484, dataAbertura=23/11/2006, site=www.gabrielrenato.com.br, email=financeiro@gabrielrenato.com.br, cep=09050-400, rua=Travessa Oscar Freire, numero=636, bairro=Vila Scarpelli, cidade=Santo André, estado=SP, telefone=(11) 3920-6714, celular=(11) 99327-7158
nome=Sophia e Nicolas Construções ME, cnpj=37.154.822/0001-37, inscricaoEst=631.061.415.092, dataAbertura=20/01/2005, site=www.sophianicolas.com.br, email=contabilidade@sophianicolas.com.br, cep=03540-200, rua=Avenida Antônio Estevão de Carvalho, numero=591, bairro=Cidade Patriarca, cidade=São Paulo, estado=SP, telefone=(11) 3612-7943, celular=(11) 98805-4547
nome=Nicolas e Hugo Telas Ltda, cnpj=28.238.716/0001-40, inscricaoEst=350.028.870.484, dataAbertura=23/11/2004, site=www.nicolashugo.com.br, email=financeiro@nicolashugo.com.br, cep=16202-310, rua=Rua Florivaldo Pedro Zerbinati, numero=636, bairro=João Crevelaro, cidade=Birigüi, estado=SP, telefone=(18) 3920-6714, celular=(18) 99327-7158
nome=Milena e Heloisa Telecom ME, cnpj=28.422.777/0001-63, inscricaoEst=124.448.572.087, dataAbertura=17/04/2003, site=www.milenaheloisa.com.br, email=compras@milenaheloisa.com.br, cep=18279-130, rua=Rua Manoel de Abreu, numero=957, bairro=Vila São Cristóvão, cidade=Tatuí, estado=SP, telefone=(15) 2533-6227, celular=(15) 99564-7815
nome=Emily e Enrico Consultoria Financeira ME, cnpj=16.842.682/0001-10, inscricaoEst=826.519.180.689, dataAbertura=09/10/2002, site=www.emilyenrico.com.br, email=rh@emilyenrico.com.br, cep=13063-510, rua=Rua Hermano Ribeiro da Silva, numero=831, bairro=Jardim Eulina, cidade=Campinas, estado=SP, telefone=(19) 2589-6601, celular=(19) 98282-6095
nome=Manuela e Caio Marketing Ltda, cnpj=37.154.822/0001-37, inscricaoEst=631.061.415.092, dataAbertura=20/01/2001, site=www.manuelacaio.com.br, email=atendimento@manuelacaio.com.br, cep=09041-060, rua=Rua São Tomás, numero=591, bairro=Jardim Bela Vista, cidade=Santo André, estado=SP, telefone=(11) 3612-7943, celular=(11) 98805-4547
nome=Eloá e Enzo Transportes Ltda, cnpj=19.551.617/0001-23, inscricaoEst=243.444.445.377, dataAbertura=05/01/2000, site=www.eloaenzo.com.br, email=auditoria@eloaenzo.com.br, cep=18017-212, rua=Rua Hélio Geraldo F. de Carvalho, numero=991, bairro=Granja Olga II, cidade=Sorocaba, estado=SP, telefone=(15) 2896-5983, celular=(15) 99921-5476
nome=Luna e Lucas Pizzaria Delivery ME, cnpj=37.154.822/0001-37, inscricaoEst=631.061.415.092, dataAbertura=20/01/1999, site=www.lunalucas.com.br, email=fiscal@lunalucas.com.br, cep=14405-670, rua=Rua Marcos Abrão, numero=591, bairro=Residencial Nosso Lar, cidade=Franca, estado=SP, telefone=(16) 3612-7943, celular=(16) 98805-4547
nome=Bruna e César Pães e Doces ME, cnpj=16.842.682/0001-10, inscricaoEst=826.519.180.689, dataAbertura=09/10/1998, site=www.brunacesar.com.br, email=administracao@brunacesar.com.br, cep=19028-085, rua=Rua Cristobal Sanches, numero=831, bairro=Residencial Maré Mansa, cidade=Presidente Prudente, estado=SP, telefone=(18) 2589-6601, celular=(18) 98282-6095
nome=Elisa e Julio Pizzaria ME, cnpj=80.818.757/0001-26, inscricaoEst=102.402.774.347, dataAbertura=06/12/1997, site=www.elisajulio.com.br, email=sac@elisajulio.com.br, cep=06110-300, rua=Rua Camélia, numero=775, bairro=Jardim das Flores, cidade=Osasco, estado=SP, telefone=(11) 3725-7385, celular=(11) 98760-8484
nome=Otávio e Eduarda Eletrônica Ltda, cnpj=56.035.447/0001-50, inscricaoEst=967.550.951.210, dataAbertura=20/11/1996, site=www.otavioeduarda.com.br, email=financeiro@otavioeduarda.com.br, cep=14784-452, rua=Avenida José Bampa, numero=126, bairro=Jardim Universitário, cidade=Barretos, estado=SP, telefone=(17) 2609-9748, celular=(17) 98943-2987
nome=Ian e Luan Construções Ltda, cnpj=08.539.092/0001-94, inscricaoEst=739.255.878.663, dataAbertura=08/01/1995, site=www.ianluan.com.br, email=contabilidade@ianluan.com.br, cep=13604-305, rua=Rua Sebastião Duarte Júnior, numero=153, bairro=Jardim Residencial Alvorada, cidade=Araras, estado=SP, telefone=(19) 2826-7813, celular=(19) 99212-5035
nome=Nina e Cauã Buffet Ltda, cnpj=19.551.617/0001-23, inscricaoEst=243.444.445.377, dataAbertura=05/01/1994, site=www.ninacaua.com.br, email=estoque@ninacaua.com.br, cep=07124-085, rua=Rua do Povo, numero=991, bairro=Jardim Crepúsculo, cidade=Guarulhos, estado=SP, telefone=(11) 2896-5983, celular=(11) 99921-5476
nome=Bárbara e Larissa Corretores Associados ME, cnpj=85.056.228/0001-56, inscricaoEst=971.462.877.834, dataAbertura=24/04/1993, site=www.barbaralarissa.com.br, email=sistema@barbaralarissa.com.br, cep=06835-190, rua=Rua Pitangueiras, numero=621, bairro=Jardim Pinheirinho, cidade=Embu das Artes, estado=SP, telefone=(11) 2587-7748, celular=(11) 98431-9031
nome=Nina e Sarah Doces & Salgados ME, cnpj=49.359.853/0001-03, inscricaoEst=674.577.821.496, dataAbertura=13/06/1992, site=www.ninasarah.com.br, email=ti@ninasarah.com.br, cep=03386-130, rua=Rua Antônio Denardi, numero=684, bairro=Capão do Embira, cidade=São Paulo, estado=SP, telefone=(11) 3987-6352, celular=(11) 99920-5181
nome=Camila e Daniel Publicidade e Propaganda Ltda, cnpj=19.551.617/0001-23, inscricaoEst=243.444.445.377, dataAbertura=05/01/1991, site=www.camiladaniel.com.br, email=producao@camiladaniel.com.br, cep=04851-723, rua=Travessa Santa Paula, numero=991, bairro=Jardim Prainha, cidade=São Paulo, estado=SP, telefone=(11) 2896-5983, celular=(11) 99921-5476
nome=Luna e Clara Mudanças ME, cnpj=79.299.528/0001-63, inscricaoEst=012.418.548.419, dataAbertura=24/11/1990, site=www.lunaclara.com.br, email=treinamento@lunaclara.com.br, cep=02256-160, rua=Rua Francisco Zanela, numero=835, bairro=Vila Constança, cidade=São Paulo, estado=SP, telefone=(11) 3658-5891, celular=(11) 99602-5088
nome=Heloisa e Eduardo Adega Ltda, cnpj=58.082.883/0001-06, inscricaoEst=752.960.819.595, dataAbertura=10/01/1989, site=www.heloisaeduardo.com.br, email=ti@heloisaeduardo.com.br, cep=06395-160, rua=Rua Ipauçu, numero=147, bairro=Cidade Ariston Estela Azevedo, cidade=Carapicuíba, estado=SP, telefone=(11) 2774-8038, celular=(11) 98974-7025
nome=Heloisa e Filipe Joalheria Ltda, cnpj=58.082.883/0001-06, inscricaoEst=752.960.819.595, dataAbertura=10/01/1988, site=www.heloisafilipe.com.br, email=comunicacoes@heloisafilipe.com.br, cep=15042-232, rua=Rua Santo Retucci, numero=147, bairro=Residencial Mirante, cidade=São José do Rio Preto, estado=SP, telefone=(17) 2774-8038, celular=(17) 98974-7025
nome=Raul e Alícia Entulhos ME, cnpj=97.948.397/0001-80, inscricaoEst=950.981.564.190, dataAbertura=15/06/1987, site=www.raulalicia.com.br, email=juridico@raulalicia.com.br, cep=02334-030, rua=Travessa Aris Kodjaian, numero=468, bairro=Água Fria, cidade=São Paulo, estado=SP, telefone=(11) 2720-7462, celular=(11) 98692-0750
nome=Alícia e Felipe Limpeza Ltda, cnpj=02.110.087/0001-85, inscricaoEst=769.939.793.613, dataAbertura=02/05/1986, site=www.aliciafelipe.com.br, email=sistema@aliciafelipe.com.br, cep=12043-381, rua=Estrada da Ferrovia Central do Brasil, numero=252, bairro=Quiririm, cidade=Taubaté, estado=SP, telefone=(12) 2654-9819, celular=(12) 98325-4252
nome=Julia e Benício Comercio de Bebidas Ltda, cnpj=21.130.652/0001-10, inscricaoEst=595.423.283.723, dataAbertura=13/07/1985, site=www.juliabenicio.com.br, email=rh@juliabenicio.com.br, cep=18600-031, rua=Praça Quinze de Novembro, numero=214, bairro=Centro, cidade=Botucatu, estado=SP, telefone=(14) 3646-5009, celular=(14) 98303-6192
nome=Eduarda e Augusto Pães e Doces Ltda, cnpj=02.110.087/0001-85, inscricaoEst=769.939.793.613, dataAbertura=02/05/1984, site=www.eduardaaugusto.com.br, email=atendimento@eduardaaugusto.com.br, cep=13045-170, rua=Rua Pedro Taques de Almeida Alvim, numero=252, bairro=Jardim São Vicente, cidade=Campinas, estado=SP, telefone=(19) 2654-9819, celular=(19) 98325-4252
nome=Isabelle e Isabella Fotografias ME, cnpj=85.056.228/0001-56, inscricaoEst=971.462.877.834, dataAbertura=24/04/1983, site=www.isabelleisabella.com.br, email=atendimento@isabelleisabella.com.br, cep=18611-550, rua=Rua Vitruvio Eduardo Faconti, numero=621, bairro=Parque Residencial Nazaré, cidade=Botucatu, estado=SP, telefone=(14) 2587-7748, celular=(14) 98431-9031
nome=Henrique e Carolina Advocacia Ltda, cnpj=97.948.397/0001-80, inscricaoEst=950.981.564.190, dataAbertura=15/06/1982, site=www.henriquecarolina.com.br, email=financeiro@henriquecarolina.com.br, cep=13044-780, rua=Rua Feliz Esperança, numero=468, bairro=Núcleo Residencial Bairro da Vitória, cidade=Campinas, estado=SP, telefone=(19) 2720-7462, celular=(19) 98692-0750
nome=Luna e Danilo Alimentos Ltda, cnpj=62.408.403/0001-21, inscricaoEst=088.859.856.108, dataAbertura=07/09/1981, site=www.lunadanilo.com.br, email=vendas@lunadanilo.com.br, cep=18702-673, rua=Praça José Barreto, numero=545, bairro=Jardim Brasil, cidade=Avaré, estado=SP, telefone=(14) 2951-9227, celular=(14) 99901-9869
nome=Carolina e Camila Joalheria ME, cnpj=47.655.533/0001-75, inscricaoEst=280.130.487.557, dataAbertura=06/04/1980, site=www.carolinacamila.com.br, email=fiscal@carolinacamila.com.br, cep=07143-010, rua=Rua Corrego do Bom Jesus, numero=662, bairro=Jardim Capri, cidade=Guarulhos, estado=SP, telefone=(11) 2878-0474, celular=(11) 99224-7890
nome=Marcela e Laís Joalheria ME, cnpj=85.056.228/0001-56, inscricaoEst=971.462.877.834, dataAbertura=24/04/1979, site=www.marcelalais.com.br, email=tesouraria@marcelalais.com.br, cep=18206-170, rua=Rua Oito, numero=621, bairro=Vila Oliveira, cidade=Itapetininga, estado=SP, telefone=(15) 2587-7748, celular=(15) 98431-9031
nome=Eloá e Davi Eletrônica Ltda, cnpj=21.130.652/0001-10, inscricaoEst=595.423.283.723, dataAbertura=13/07/1978, site=www.eloadavi.com.br, email=fale_conosco@eloadavi.com.br, cep=09783-420, rua=Rua 12 de Agosto, numero=214, bairro=Montanhão, cidade=São Bernardo do Campo, estado=SP, telefone=(11) 3646-5009, celular=(11) 98303-6192
nome=Sophia e Antonio Ferragens Ltda, cnpj=21.130.652/0001-10, inscricaoEst=595.423.283.723, dataAbertura=13/07/1977, site=www.sophiaantonio.com.br, email=contabilidade@sophiaantonio.com.br, cep=06843-462, rua=Rua dos Catequistas, numero=214, bairro=Chácaras Lidia, cidade=Embu das Artes, estado=SP, telefone=(11) 3646-5009, celular=(11) 98303-6192
nome=Heloisa e Manuela Fotografias Ltda, cnpj=79.299.528/0001-63, inscricaoEst=012.418.548.419, dataAbertura=24/11/1976, site=www.heloisamanuela.com.br, email=seguranca@heloisamanuela.com.br, cep=13185-813, rua=Rua Nascimento, numero=835, bairro=Vila Guedes, cidade=Hortolândia, estado=SP, telefone=(19) 3658-5891, celular=(19) 99602-5088
nome=Marcos Vinicius e Antonella Mudanças Ltda, cnpj=82.180.644/0001-73, inscricaoEst=700.978.911.762, dataAbertura=02/11/1974, site=www.marcos_viniciusantonella.com.br, email=sac@marcos_viniciusantonella.com.br, cep=04860-120, rua=Rua Emily Dickinson, numero=684, bairro=Granja Nossa Senhora Aparecida, cidade=São Paulo, estado=SP, telefone=(11) 3580-9522, celular=(11) 98154-9513
